sampleID,anti_oxidant,oxidation,H2O,zddp,soot,fuel_dilution,mixture,NLGI,contam
15994,71,0,NULL,NULL,NULL,NULL,NULL,73,0.481
16024,66,0,NULL,NULL,NULL,NULL,NULL,84,1.446
16025,71,0,NULL,NULL,NULL,NULL,NULL,25,6.261
16033,70,0,NULL,NULL,NULL,NULL,NULL,26,5.162
16034,72,0,NULL,NULL,NULL,NULL,NULL,87,5.625
16035,71,0,NULL,NULL,NULL,NULL,NULL,27,0.049
16036,67,0,NULL,NULL,NULL,NULL,NULL,84,0.121
16071,78,0,NULL,NULL,NULL,NULL,NULL,0,3.843
16072,74,0,NULL,NULL,NULL,NULL,NULL,59,0.187
16130,67,0,NULL,NULL,NULL,NULL,NULL,15,2.243
16131,74,0,NULL,NULL,NULL,NULL,NULL,27,0.994
16134,68,0,NULL,NULL,NULL,NULL,NULL,15,3.693
16135,71,0,NULL,NULL,NULL,NULL,NULL,34,0.595
16138,65,0,NULL,NULL,NULL,NULL,NULL,17,4.731
16139,72,0,NULL,NULL,NULL,NULL,NULL,26,0.046
16250,66,0,NULL,NULL,NULL,NULL,NULL,14,0.451
16251,75,0,NULL,NULL,NULL,NULL,NULL,63,0.34
16252,77,0,NULL,NULL,NULL,NULL,NULL,0,3.607
16342,71,0,NULL,NULL,NULL,NULL,NULL,60,1.693
16343,52,0,NULL,NULL,NULL,NULL,NULL,55,1.322
16344,68,0,NULL,NULL,NULL,NULL,NULL,13,1.822
16399,67,0,NULL,NULL,NULL,NULL,NULL,11,3.221
16400,76,0,NULL,NULL,NULL,NULL,NULL,59,1.385
16401,67,0,NULL,NULL,NULL,NULL,NULL,13,2.433
16408,78,0,NULL,NULL,NULL,NULL,NULL,0,2.223
16479,66,0,NULL,NULL,NULL,NULL,NULL,16,3.376
16480,29,0,NULL,NULL,NULL,NULL,NULL,30,0.321
16481,67,0,NULL,NULL,NULL,NULL,NULL,16,3.554
16514,77,0,NULL,NULL,NULL,NULL,NULL,38,4.591
16515,66,0,NULL,NULL,NULL,NULL,NULL,16,4.514
16573,66,0,NULL,NULL,NULL,NULL,NULL,15,2.38
16574,73,0,NULL,NULL,NULL,NULL,NULL,32,2.353
16621,64,0,NULL,NULL,NULL,NULL,NULL,15,0.134
16622,75,0,NULL,NULL,NULL,NULL,NULL,59,0.068
16662,64,0,NULL,NULL,NULL,NULL,NULL,0,2.711
16774,83,0,NULL,NULL,NULL,NULL,NULL,0,1.302
16775,83,0,NULL,NULL,NULL,NULL,NULL,68,2.439
16776,82,0,NULL,NULL,NULL,NULL,NULL,0,0.701
16781,72,0,NULL,NULL,NULL,NULL,NULL,62,0.398
16782,80,0,NULL,NULL,NULL,NULL,NULL,0,2.302
16806,63,0,NULL,NULL,NULL,NULL,NULL,0,0.874
16814,81,0,NULL,NULL,NULL,NULL,NULL,0,2.43
16816,78,0,NULL,NULL,NULL,NULL,NULL,0,2.062
16817,71,0,NULL,NULL,NULL,NULL,NULL,31,1.141
16818,78,0,NULL,NULL,NULL,NULL,NULL,0,2.083
16845,102,0,NULL,NULL,NULL,NULL,NULL,0,2.112
16846,93,0,NULL,NULL,NULL,NULL,NULL,24,2.043
16847,101,0,NULL,NULL,NULL,NULL,NULL,0,2.069
16909,65,0,NULL,NULL,NULL,NULL,NULL,16,3.758
16910,72,0,NULL,NULL,NULL,NULL,NULL,31,0.06
16913,66,0,NULL,NULL,NULL,NULL,NULL,17,5.019
16914,71,0,NULL,NULL,NULL,NULL,NULL,31,0.504
16944,84,0,NULL,NULL,NULL,NULL,NULL,25,1.792
16971,59,0,NULL,NULL,NULL,NULL,NULL,91,2.069
17016,75,0,NULL,NULL,NULL,NULL,NULL,0,2.312
17017,71,0,NULL,NULL,NULL,NULL,NULL,94,0.961
17018,72,0,NULL,NULL,NULL,NULL,NULL,0,1.776
17019,70,0,NULL,NULL,NULL,NULL,NULL,94,0.897
17029,74,0,NULL,NULL,NULL,NULL,NULL,82,2.466
17030,62,0,NULL,NULL,NULL,NULL,NULL,58,0.802
17037,80,0,NULL,NULL,NULL,NULL,NULL,0,1.199
17038,75,0,NULL,NULL,NULL,NULL,NULL,92,1.982
17182,58,0,NULL,NULL,NULL,NULL,NULL,21,0.58
17222,68,0,NULL,NULL,NULL,NULL,NULL,0,2.51
17223,65,0,NULL,NULL,NULL,NULL,NULL,66,0.469
17224,81,0,NULL,NULL,NULL,NULL,NULL,0,1.062
17225,66,0,NULL,NULL,NULL,NULL,NULL,65,1.636
17265,74,0,NULL,NULL,NULL,NULL,NULL,33,0.766
17266,80,0,NULL,NULL,NULL,NULL,NULL,0,0.615
17269,76,0,NULL,NULL,NULL,NULL,NULL,42,3.941
17270,56,0,NULL,NULL,NULL,NULL,NULL,14,3.46
17271,64,0,NULL,NULL,NULL,NULL,NULL,14,5.045
17293,66,0,NULL,NULL,NULL,NULL,NULL,13,0.825
17294,60,0,NULL,NULL,NULL,NULL,NULL,69,4.702
17295,63,0,NULL,NULL,NULL,NULL,NULL,14,0.466
17305,73,0,NULL,NULL,NULL,NULL,NULL,67,3.405
17306,77,0,NULL,NULL,NULL,NULL,NULL,0,2.752
17317,73,0,NULL,NULL,NULL,NULL,NULL,68,3.794
17318,64,0,NULL,NULL,NULL,NULL,NULL,14,1.016
17571,57,0,NULL,NULL,NULL,NULL,NULL,51,4.194
17583,78,0,NULL,NULL,NULL,NULL,NULL,0,1.146
17584,75,0,NULL,NULL,NULL,NULL,NULL,35,1.582
17590,73,0,NULL,NULL,NULL,NULL,NULL,36,1.104
17591,79,0,NULL,NULL,NULL,NULL,NULL,30,5.249
17626,66,0,NULL,NULL,NULL,NULL,NULL,11,5.782
17683,71,0,NULL,NULL,NULL,NULL,NULL,44,0.54
17685,29,0,NULL,NULL,NULL,NULL,NULL,44,0.049
17772,70,0,NULL,NULL,NULL,NULL,NULL,48,0.752
17773,67,0,NULL,NULL,NULL,NULL,NULL,34,5.371
17782,78,0,NULL,NULL,NULL,NULL,NULL,52,4.525
17783,68,0,NULL,NULL,NULL,NULL,NULL,20,5.665
17814,79,0,NULL,NULL,NULL,NULL,NULL,45,0.513
17815,76,0,NULL,NULL,NULL,NULL,NULL,51,0.363
17830,49,0,NULL,NULL,NULL,NULL,NULL,63,2.345
17855,77,0,NULL,NULL,NULL,NULL,NULL,52,4.211
17856,78,0,NULL,NULL,NULL,NULL,NULL,0,2.828
17857,78,0,NULL,NULL,NULL,NULL,NULL,44,5.066
17858,77,0,NULL,NULL,NULL,NULL,NULL,0,0.515
17868,70,0,NULL,NULL,NULL,NULL,NULL,72,0.796
17869,58,0,NULL,NULL,NULL,NULL,NULL,19,0.594
17870,69,0,NULL,NULL,NULL,NULL,NULL,69,1.326
17911,55,0,NULL,NULL,NULL,NULL,NULL,54,1.825
17922,94,0,NULL,NULL,NULL,NULL,NULL,0,1.803
17923,84,0,NULL,NULL,NULL,NULL,NULL,41,1.6
17939,52,0,NULL,NULL,NULL,NULL,NULL,108,2.986
17940,69,0,NULL,NULL,NULL,NULL,NULL,118,2.531
18007,78,0,NULL,NULL,NULL,NULL,NULL,0,0.85
18008,71,0,NULL,NULL,NULL,NULL,NULL,31,1.394
18031,77,0,NULL,NULL,NULL,NULL,NULL,0,1.446
18032,62,0,NULL,NULL,NULL,NULL,NULL,42,1.214
18033,66,0,NULL,NULL,NULL,NULL,NULL,0,0.981
18085,64,0,NULL,NULL,NULL,NULL,NULL,18,1.209
18092,66,0,NULL,NULL,NULL,NULL,NULL,59,3.146
18093,61,0,NULL,NULL,NULL,NULL,NULL,18,0.699
18099,60,0,NULL,NULL,NULL,NULL,NULL,23,4.221
18130,40,0,NULL,NULL,NULL,NULL,NULL,17,1.356
18142,18,0,NULL,NULL,NULL,NULL,NULL,52,1.807
18143,73,0,NULL,NULL,NULL,NULL,NULL,14,0.654
18144,67,0,NULL,NULL,NULL,NULL,NULL,17,1.125
18145,70,0,NULL,NULL,NULL,NULL,NULL,63,3.414
18146,67,0,NULL,NULL,NULL,NULL,NULL,17,1.139
18190,69,0,NULL,NULL,NULL,NULL,NULL,16,2.697
18191,74,0,NULL,NULL,NULL,NULL,NULL,72,0.057
18192,71,0,NULL,NULL,NULL,NULL,NULL,12,1.808
18193,73,0,NULL,NULL,NULL,NULL,NULL,74,1.462
18289,41,0,NULL,NULL,NULL,NULL,NULL,112,0.293
18303,76,0,NULL,NULL,NULL,NULL,NULL,168,0.418
18304,72,0,NULL,NULL,NULL,NULL,NULL,204,0.89
18305,67,0,NULL,NULL,NULL,NULL,NULL,166,0.266
18306,72,0,NULL,NULL,NULL,NULL,NULL,197,1.662
18344,69,0,NULL,NULL,NULL,NULL,NULL,90,0.633
18345,73,0,NULL,NULL,NULL,NULL,NULL,154,2.556
18346,69,0,NULL,NULL,NULL,NULL,NULL,94,1.015
18433,44,0,NULL,NULL,NULL,NULL,NULL,266,5.542
18476,63,0,NULL,NULL,NULL,NULL,NULL,15,4.336
18479,65,0,NULL,NULL,NULL,NULL,NULL,35,3.502
18480,69,0,NULL,NULL,NULL,NULL,NULL,21,4.437
18481,80,0,NULL,NULL,NULL,NULL,NULL,55,2.957
18508,80,0,NULL,NULL,NULL,NULL,NULL,53,3.993
18509,75,0,NULL,NULL,NULL,NULL,NULL,10,0.464
18515,87,0,NULL,NULL,NULL,NULL,NULL,0,0.539
18516,78,0,NULL,NULL,NULL,NULL,NULL,34,4.547
18517,72,0,NULL,NULL,NULL,NULL,NULL,21,4.548
18728,4,0,NULL,NULL,NULL,NULL,NULL,62,3.957
18729,3,0,NULL,NULL,NULL,NULL,NULL,0,0.09
18842,47,0,NULL,NULL,NULL,NULL,NULL,27,4.752
19014,69,0,NULL,NULL,NULL,NULL,NULL,64,1.082
19015,72,0,NULL,NULL,NULL,NULL,NULL,18,1.217
19042,76,0,NULL,NULL,NULL,NULL,NULL,66,2.128
19043,72,0,NULL,NULL,NULL,NULL,NULL,0,3.131
19046,29,0,NULL,NULL,NULL,NULL,NULL,1,2.501
19047,69,0,NULL,NULL,NULL,NULL,NULL,59,2.622
19048,71,0,NULL,NULL,NULL,NULL,NULL,11,3.052
19049,69,0,NULL,NULL,NULL,NULL,NULL,59,5.927
19050,72,0,NULL,NULL,NULL,NULL,NULL,2,2.852
19147,72,0,NULL,NULL,NULL,NULL,NULL,34,1.041
19148,78,0,NULL,NULL,NULL,NULL,NULL,0,0.908
19163,75,0,NULL,NULL,NULL,NULL,NULL,53,0.887
19164,64,0,NULL,NULL,NULL,NULL,NULL,16,0.784
19167,75,0,NULL,NULL,NULL,NULL,NULL,66,1.107
19168,47,0,NULL,NULL,NULL,NULL,NULL,16,0.088
19169,76,0,NULL,NULL,NULL,NULL,NULL,66,0.923
19170,64,0,NULL,NULL,NULL,NULL,NULL,25,0.699
19171,74,0,NULL,NULL,NULL,NULL,NULL,68,0.847
19260,66,0,NULL,NULL,NULL,NULL,NULL,19,5.568
19391,78,0,NULL,NULL,NULL,NULL,NULL,0,1.347
19392,76,0,NULL,NULL,NULL,NULL,NULL,0,0.41
19393,76,0,NULL,NULL,NULL,NULL,NULL,66,2.528
19452,69,0,NULL,NULL,NULL,NULL,NULL,61,0.687
19459,78,0,NULL,NULL,NULL,NULL,NULL,73,0.372
19460,80,0,NULL,NULL,NULL,NULL,NULL,0,3.705
19479,74,0,NULL,NULL,NULL,NULL,NULL,67,0.649
19480,77,0,NULL,NULL,NULL,NULL,NULL,0,1.386
19483,72,0,NULL,NULL,NULL,NULL,NULL,61,1.479
19484,72,0,NULL,NULL,NULL,NULL,NULL,0,3.361
19497,66,0,NULL,NULL,NULL,NULL,NULL,24,3.891
19498,68,0,NULL,NULL,NULL,NULL,NULL,81,1.42
19499,67,0,NULL,NULL,NULL,NULL,NULL,25,5.149
