ID,testID,narrative,major,minor,trace
34541,240,"COARSE PARTICLES COPPER ALLOY
SLIDING WEAR PARTICLES WHITE METAL ",86,41,44
34621,240,"METALLICS LAMINAR AND SLIDING WEAR PARTICLES ",35,32,39
34654,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,165,25
34661,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,165,25
34675,240,"TRACE OF METALLICS WHITE METAL SLIDING WEAR ",86,33,32
34679,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",26,22,25
34680,180,"NO UNUSUAL CONTAMINANTS DETECTED ",26,24,22
34683,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,26,21
34684,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,26,24
34685,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,25,26
34686,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,25,26
34701,180,"  ",20,28,21
34760,180,"  ",20,28,21
34770,120,FILTER INTERNALS EXAMINATION DID NOT INDICATE THE PRESENCE OF VARNISH - TRACE AMOUNTS OF SLIDING AND CUTTING WEAR,36,39,32
34827,240,"METALLICS LAMINAR, SLIDING, CUTTING PARTICLES - SOME EVIDENCE OF POSSIBLE OVERHEATING. ",32,35,39
34848,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,165,24
34853,240,SOME EVIDENCE OF POSSIBLE OVERHEATING,36,39,33
35075,180,"  ",20,165,21
35209,180,"  ",20,22,21
35210,180,"  ",20,22,21
35212,180,"  ",24,22,21
35345,180,"  ",20,28,21
35383,180,"  ",25,22,28
35388,180,"  ",25,22,28
35398,180,"  ",20,28,21
35411,240,"WEAR METALS BOTH COPPER ALLOY AND WHITE METAL. SOME CUTTING WEAR AND MOLY DETECTED -SOME EVIDENCE OF POSSIBLE OVERHEATING  ",41,36,162
35412,240,"SOME EVIDENCE OF POSSIBLE OVERHEATING - WEAR METALS BOTH COPPER ALLOY AND WHITE METAL. SOME CUTTING AND SLIDING WEAR AND MOLY DETECTED. ",162,41,36
35424,180,"SOME AMBER COLOR SPHERES NOTED  ",22,25,21
35425,180,"  ",23,24,21
35441,240,"METALLICS CONSISTING OF WHITE AND COPPER ALLOY PARTICLES - LAMIMARS AND CUTTING WEAR ",36,32,39
35517,180,"METALLICS FINE WEAR DEBRIS  ",24,21,26
35575,180,"  ",20,22,21
35589,180,"SOME INSECT PARTS DETECTED.  ",26,25,22
35620,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,26,25
35643,180,"  ",20,22,21
35672,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",26,25,22
35727,180,"  ",20,28,21
35734,180,"  ",22,23,28
35816,180,"SOME INSECT BODY PARTS DETECTED - NO UNUSUAL CONTAMINANTS DETECTED ",22,21,26
35856,180,"NO UNUSUSAL CONTAMINANTS DETECTED  ",22,26,24
35860,180,"NO UNUSUAL CONTAMINANTS DETECTED ",26,25,22
35862,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",26,25,22
35977,180,"  ",20,165,21
36079,240,"METALLICS CONSISTING OF LAMINARS AND SLIDING WEAR ",36,39,32
36091,180," ",20,22,21
36094,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,26,165
36361,180,"  ",20,22,21
36362,180,"  ",20,22,21
36377,180,"  ",27,25,26
36479,180,"  ",23,22,24
36582,180,"  ",20,22,21
36583,180,"NON-FERROUS METAL COPPER ALLOY - THESE PARTICLES WERE CUTTING, SLIDING, LAMINAR AND FATIGUE WEAR - WHITE METAL PARTICLES SLIDING AND FATIGUE WEAR - SOME EVIDENCE OF POSSIBLE OVERHEATING",30,24,165
36638,180,"  ",20,22,21
36639,180,"  ",20,22,21
36689,180,"  ",22,26,24
36838,240,"METALLICS CONSIST OF WHITE AND COPPER ALLOY PARTICLES ",39,36,32
37000,180,"  ",20,28,21
37001,180,"  ",20,22,24
37031,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,165,24
37033,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,26,165
37243,180,"  ",20,22,21
37270,180,"     ",20,28,21
37289,180,"  ",20,28,21
37445,180,"   ",20,22,21
37495,180,"  ",20,22,21
37621,240,"NO UNUSUAL CONTAMINANTS DETECTED  ",33,58,35
37713,240,"GREASE SAMPLE WEIGHT 0.3568 G  -  SLIDING WEAR WHITE METAL - ONE  PARTICLE MEASURING APRX 3//8"" IN LENGTH- SECOND IMAGE TAKEN",86,44,36
37749,180,"FILTER MEDIA DISCOLORED A SLIGHT GREY  ",25,22,26
37750,180,"A FEW BLACK SPHERES RANGING FROM 5 TO 15 uM IN SIZE.  ",25,26,22
37751,180,A FEW BLACK SPHERES RANGING FROM 5 TO 15 uM IN SIZE. SOME MOLY DETECTED.,25,26,22
37753,180,"A FEW BLACK SPHERES RANGING FROM 5 TO 15 uM IN SIZE.  SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING.  WEAR PARTICLES APPEARED TO BE COPPER ALLOY AND INCLUDED SLIDING, LAMINAR AND CUTTING PARTICLES.  IMAGE TAKEN",25,26,30
37755,180," A FEW BLACK SPHERES RANGING FROM 5 TO 20 uM IN SIZE. SOME FIBERS DETECTED.",25,26,21
37756,180,"BLACK SPHERES RANGING FROM 5 TO 20 uM IN SIZE PRESENT. ",25,26,22
37853,180,"  A FEW BLACK SPHERES RANGING FROM 5 TO 20 uM IN SIZE. SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING.",25,30,26
37929,240," ",42,43,41
37936,180,"METALLICS COPPER ALLOY CUTTING WEAR  ",20,22,21
38072,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,26,25
38154,180,"  ",22,24,21
38170,180,"SOME SAND AND DIRT ",20,22,21
38347,180,"  ",20,22,21
38361,180,"  ",20,22,26
38391,180,"  ",20,22,21
38434,180,"SOME COPPER ALLOY PARTICLES    ",20,22,21
38435,180,"  ",20,22,24
38517,180,NO UNUSUAL CONTAMINANTS DETECTED,22,26,24
38536,180,"  ",20,22,21
38577,240,NULL,34,37,35
38590,240,"VOLUME OF 500 ML SAMPLE VACUUMED THROUGH A 0.45 uM FILTER PAPER. METALLICS TOO FEW AND TOO SMALL TO IDENTIFY. ",33,36,32
38607,180,"  ",20,22,21
38608,180,"  ",20,22,28
38609,180,"  ",20,22,21
38645,180,"  ",20,22,28
38669,240,"METALLICS SMALL FERROUS AND NON-FERROUS  ",32,39,36
38686,180,"  ",20,28,21
38691,180,"  ",20,28,21
38711,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",25,26,21
38714,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,25,26
38724,180,"  ",20,28,21
38798,180,"  ",20,22,21
38816,180,"  ",20,22,21
38849,180,"  ",22,165,24
38851,180,"  ",25,26,28
38861,180,"  ",27,25,26
38862,180,"A FEW METALLICS INDICATE EVIDENCE OF POSSIBLE SLIGHT OVERHEATING.  ",22,26,25
38863,180," A FEW METALLICS INDICATE EVIDENCE OF POSSIBLE SLIGHT OVERHEATING.    ",22,25,26
38864,180," A FEW METALLICS INDICATE EVIDENCE OF POSSIBLE SLIGHT OVERHEATING.    ",26,25,22
38865,180,"SOME MOLY PRESENT - METALLICS COPPER ALLOY AND WHITE METAL - OPAQUE AND DARK SPHERES PRESENT ",25,26,21
38921,180,"  ",26,25,22
38922,240,"VERY LITTLE DEBRIS WAS DETECTED ON THE FILTER MEDIA. ",33,35,58
39015,180,"  ",20,28,21
39044,180,"  ",21,22,28
39057,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",22,24,21
39058,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",22,25,26
39081,240,"METALLICS CONSISTING OF LAMINARS, CUTTING WEAR, NON-FERROUS METAL COPPER ALLOY  ",36,39,32
39082,240,"METALLICS CONSISTING OF LAMINARS, CUTTING WEAR, SLIDING WEAR ",32,36,39
39084,240,"METALLICS CONSISTING OF LAMINARS, CUTTING WEAR ",32,39,35
39108,180,"  ",20,22,21
39109,180,"CUTTING WEAR PARTICLES - SOME COARSE SLIDING WEAR PARTICLES   ",20,21,22
39116,180,"  ",20,28,21
39117,180,"  ",20,28,21
39129,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,24,21
39130,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",26,22,25
39138,180,"  ",20,28,21
39141,240,"VERY LITTLE DEBRIS WAS DETECTED ON THE FILTER MEDIA.  ",33,35,32
39149,180,"  ",20,22,24
39156,240,"METALLICS CONSISTING OF LAMINARS, CUTTING WEAR  ",32,39,36
39167,180,"  ",20,22,21
39195,180,"  ",20,22,21
39208,180,"SOME UNIDENTIFIABLE TRANSLUCENT CONTAMINANTS ON FILTER MEDIA - MEDIA LIGHT GREY IN COLOR  ",22,165,24
39215,180,"  ",22,165,165
39227,180,"  ",20,28,21
39233,180,"  ",20,22,21
39236,120,"FILTER INTERNALS EXAMINATION DID NOT INDICATE THE PRESENCE OF VARNISH LIKE DEPOSITS.  ",36,39,37
39254,180,"  ",20,22,21
39255,180,"  ",20,22,21
39269,180,"  ",20,24,21
39296,180,"  ",20,28,21
39299,180,"  ",20,22,21
39303,240,"NO UNUSUAL CONTAMINANTS DETECTED ",33,37,35
39305,180,"  ",20,28,21
39330,180,"  ",20,24,22
39356,180,"  ",20,22,26
39373,180,"  ",20,22,28
39374,180,"  ",20,22,61
39398,180,"  ",20,22,21
39408,180,"METALLICS COPPER ALLOY CUTTING WEAR ",20,22,21
39416,180,"ONE 200 uM COPPER ALLOY PARTICLE ",27,26,25
39430,180,"  ",20,22,21
39444,180,"  ",20,22,21
39456,180,"  ",20,22,21
39457,240,"METALLICS WHITE METAL AND COPPER ALLOY LAMINAR PARTICLES. ",32,36,39
39476,180,"EMISSION SPEC PERFORMED ON FILTER DEBRIS DID NOT PRODUCE ANY WEAR VALUES GREATER THAN 1.0 PPM   ",61,22,21
39482,180,"SOME COPPER ALLOY PARTICLES   ",20,22,21
39491,180,"  SOME COPPER ALLOY PARTICLES   ",20,22,21
39583,240,"METALLICS CONSISTING OF CUTTING WEAR - COURSE SLIDING WEAR - NON-FERROUS COPPER ALLOY PARTICLES ",33,58,32
39592,180,"  ",20,22,24
39623,180,"  ",20,22,28
39633,180," EMISSION SPEC PERFORMED ON FILTER (0.45 uM) DEBRIS DID NOT PRODUCE ANY WEAR VALUES GREATER THAN 1.0 PPM WITH THE EXCEPTION OF NICKEL AT 2 PPM, ALUMINUM AT 4 PPM AND IRON AT 18 PPM. SEVERAL COPPER ALLOY PARTICLES
CONSISTING OF CUTTING AND SLIDING WEAR.",22,26,24
39642,180,"  ",20,165,21
39646,180,"A FEW SMALL PARTICLES PRESENT CONSISTING OF BOTH COPPER ALLOY AND WHITE METAL -  LARGE EMISSION SPEC PERFORMED ON FILTER (0.45 uM) DEBRIS DID NOT PRODUCE ANY WEAR VALUES GREATER THAN 1.0 PPM WITH THE EXCEPTION OF IRON AT 2 ppm.   ",26,22,24
39662,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",26,22,21
39686,180,"  ",20,22,21
39692,180,"  ",20,22,21
39698,180,"  ",20,165,21
39714,180,"METALLICS CONSIST OF LAMINARS, SLIDING WEAR, NON-FERROUS COPPER ALLOY PARTICLES - SOME EVIDENCE OF POSSIBLE OVERHEATING    ",20,25,21
39717,180,"CUTTING WEAR PARTICLES - SOME COARSE SLIDING WEAR PARTICLES   ",20,21,24
39729,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",26,25,22
39762,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",25,26,22
39763,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",26,22,24
39764,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,26,25
39774,180,"A FEW COURSE WEAR PARTICLES - SOME NON-FERROUS WEAR PARTICLES  ",20,22,26
39785,180,"  ",22,24,28
39786,180,"  ",25,26,22
39790,180," SOME FIBERS PRESENT - A FEW BLACK SPHERES NOTED ",24,26,28
39791,180,"SOME FIBERS PRESENT  ",24,26,28
39792,180,"SOME MOLY - A FEW DARK SPHERES NOTED  ",61,22,23
39793,180,"A FEW DARK SPHERES NOTED  ",25,22,28
39794,180,"A FEW DARK SPHERES NOTED - A FEW COPPER ALLOY PARTICLES PRESENT  ",25,22,28
39808,180," ",20,22,21
39832,180,"A FEW PARTICLES OF MOLY AND METALLICS PRESENT - A FEW DARK SPHERES NOTED ",25,22,26
39833,180,"SOME MOLY PRESENT   ",22,25,165
39908,180,"  ",20,165,21
39923,240,"BOTH WHITE METAL AND COPPER ALLLOY PARTICLES PRESENT-RED AND BLACK OXIDES, SAND/DIRT AND MOLYDISULFIDE PRESENT ",41,43,42
39925,240,"BOTH WHITE METAL AND COPPER ALLLOY PARTICLES PRESENT - SOME CUTTING WEAR - AND MOLYDISULFIDE PRESENT  ",36,32,42
39954,120," FILTER INTERNALS EXAMINATION DID NOT INDICATE THE PRESENCE OF VARNISH LIKE DEPOSITS.",39,36,32
39955,120,"FILTER INTERNALS EXAMINATION DID NOT INDICATE THE PRESENCE OF VARNISH LIKE DEPOSITS. ",39,36,32
39983,180,"  ",20,22,24
39991,180,"  ",20,22,21
40022,180,"SOME COPPER ALLOY PARTICLES   ",20,22,28
40024,180,"METALLICS COPPER ALLOY CUTTING WEAR   ",20,22,21
40097,180,"   ",20,22,24
40136,180,"  ",20,22,24
40191,180,"  ",20,22,21
40197,180,"  ",20,22,21
40205,180,"  ",20,22,21
40246,180,"  ",20,22,21
40293,180,"  ",20,24,21
40295,180,"SOME COPPER ALLOY PARTICLES PRESENT ",20,24,22
40297,180,"SOME COPPER ALLOY PARTICLES PRESENT  ",20,21,28
40347,180,"SOME COPPER ALLOY PARTICLES   ",20,22,25
40366,180,"  ",20,22,25
40367,180,"  ",20,22,169
40391,180,"  ",20,22,25
40432,180,"SOME COPPER ALLOY PARTICLES PRESENT  ",20,28,21
40433,180,"  ",20,22,28
40473,180,"  ",20,22,28
40499,180,"SOME COPPER ALLOY PARTICLES   ",20,22,21
40500,180,"  ",20,22,24
40516,240," ",42,162,39
40534,240,"METALLICS MOSTLY WHITE METAL-SOME COPPER ALLOY METALLICS-RED AND BLACK OXIDES AND MOLYDISULFIDE PRESENT  ",42,43,41
40536,240,"SOME CUTTING WEAR PARTICLES - METALLICS MOSTLY WHITE METAL-SOME COPPER ALLOY METALLICS-RED AND BLACK OXIDES AND MOLYDISULFIDE PRESENT  ",38,41,42
40561,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,25,26
40572,180,"A FEW COURSE WEAR PARTICLES - SOME NON-FERROUS WEAR PARTICLES   ",20,28,22
40603,180,"  ",20,22,28
40645,180,"SOME COPPER ALLOY PARTICLES    ",20,21,28
40708,180,"A FEW COURSE WEAR PARTICLES - SOME NON-FERROUS WEAR PARTICLES  ",20,22,21
40721,180,"SOME METALLICS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES  ",20,22,28
40748,180,"  ",25,26,28
40749,180,"  ",24,28,26
40750,180,"  ",25,26,28
40762,180,"  ",27,23,24
40802,180,"  ",20,24,21
40811,240,"METALLICS COPPER ALLOY PARTICLES ",86,33,32
40883,180,"METALLICS COPPER ALLOY CUTTING WEAR ",22,24,21
40914,240,"METALLICS LAMINAR, CUTTING AND FINE WEAR PARTICLES-BOTH WHITE AND YELLOW METALS - SOME EVIDENCE OF POSSIBLE OVERHEATING  ",32,35,39
40924,180,"  ",20,28,21
40931,180," METALLICS COPPER ALLOY CUTTING WEAR 
SEVERAL PRESENT - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",20,21,28
40932,180,"  ",20,22,61
40968,180,"  ",20,28,21
40986,180,"  ",20,28,21
40989,180,"  ",20,24,21
41007,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,165
41008,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,21
41009,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,165
41010,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,165
41011,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,165
41012,180," NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,165
41013,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,165
41014,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,24,165
41037,180,"  ",20,24,21
41051,180,"NO COPPER ALLOY PARTICLES DETECTED.  ",20,22,28
41090,180,"  ",20,22,21
41095,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",22,26,24
41096,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",22,26,24
41203,180,"  ",20,24,22
41209,180,"  ",20,165,21
41280,180,"  ",20,165,28
41284,180,"UNABLE TO PERFORM MICROSCOPIC EVALUATION - HERGUTH INDICATED FILTER MEDIA WAS DESTROYED/MISPLACED - INSUFFICIENT SAMPLE TO REPEAT TEST   ",165,165,165
41332,180,"UNABLE TO PERFORM MICROSCOPIC EVALUATION - HERGUTH INDICATED FILTER MEDIA WAS DESTROYED/MISPLACED - INSUFFICIENT SAMPLE TO REPEAT TEST ",165,165,165
41350,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",61,22,21
41423,180,"  ",20,22,28
41445,180,"SOME METALLICS MOSTLY WHITE METAL  ",20,22,28
41446,180,"SOME METAIILCS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES ",20,22,28
41465,180,"SOME METALLICS MOSTLY WHITE METAL  ",20,165,28
41687,240,"METALLICS CONSISTING OF MOSTLY WHITE METAL PARTICLES - SOME COPPER ALLOY PARTICLES PRESENT ",86,33,32
41692,180," SOME METAIILCS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES   ",20,22,28
41700,180,"SOME METALLICS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES  ",20,22,28
41710,180,"  ",25,22,28
41712,180," SOME METALLICS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES - ONE 100 uM PARTICLE PRESENT - IMAGE TAKEN   ",22,25,28
41713,180,"METALLICS COPPER ALLOY AND WHITE METAL-SOME MOLY   ",27,25,26
41714,180,"SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",22,26,21
41725,180,"SOME COPPER ALLOY PARTICLES PRESENT   ",20,22,28
41765,180,"  ",20,22,28
41766,180,"SOME COPPER ALLOY PARTICLES PRESENT   ",20,22,21
41816,240,"SOME METALLICS MOSTLY WHITE METAL - ONE 20 uM COPPER ALLOY CUTTING WEAR PARTICLE - IMAGE TAKEN - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",33,35,39
41829,240,METALLICS CONSISTING OF MOSTLY FINE WEAR PARTICLES - LAMINARS - SLIDING WEAR - SOME COPPER ALLOY PARTICLES,36,39,32
41839,180,"QUANTITY AND TYPE OF CONTAMINANTS HISTORICALLY NOT TYPICAL OF NEW OIL  ",22,25,21
41840,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",22,26,25
41841,180,"NO UNUSUAL COMTAMINANTS DETECTED   ",22,26,25
41865,240,"A FEW METALLICS PRESENT - WHITE METAL AND COPPER ALLOY - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",33,37,36
42000,180,"SOME METALLICS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES   ",20,22,28
42097,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",26,22,21
42145,180,"SOME MOLY PRESENT ",20,22,61
42146,180,"SOME COPPER ALLOY PARTICLES PRESENT   ",20,22,21
42218,180,"  ",20,22,28
42243,180,"  ",20,22,28
42289,180,"SOME COPPER ALLOY PARTICLES PRESENT   ",20,22,28
42398,180,"SOME METALLICS MOSTLY WHITE METAL   ",20,22,61
42418,180,"SOME METALLICS MOSTLY WHITE METAL  ",20,22,24
42421,180,"METALLICS MOSTLY WHITE METAL   ",20,22,21
42470,180,"  ",20,22,61
42476,240,"METALLICS MOSTLY WHITE METAL - CONSISTING OF MOSTLY LAMINARS - A FEW SLIDING WEAR PARTILCES - SOME COPPER ALLOY PARTICLES - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",35,32,37
42484,180,"  ",20,22,28
42492,180,"SOME MOLY - SOME METALLICS MOSTLY WHITE METAL   ",20,22,26
42507,180,"METALLICS CONSISTING OF MOSTLY WHITE AND YELLOW METALS - SOME COPPER ALLOY PARTICLES   ",20,165,21
42519,180,"  ",20,22,61
42594,180,"  ",20,22,61
42595,180,"SOME METALLICS MOSTLY WHITE METAL   ",20,22,28
42599,180,"  ",20,22,24
42698,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,25,26
42736,180,"  ",20,22,61
42766,180,"  ",20,22,28
42786,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",26,24,22
42787,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",26,24,22
42788,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",61,165,22
42805,180,"  ",20,22,28
42806,180,"  ",20,22,28
42828,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,61,165
42878,180,"A FEW METALLICS PRESENT ",22,61,23
42879,180,"METALLICS CONSISTING OF MOSTLY WHITE METALS - MOSTLY LAMINARS - A FEW SLIDING WEAR PARTICLES  ",20,28,21
42914,240,"METALLICS MOSTLY COPPER ALLOY - CONSISTING OF CUTTING WEAR - SEVERE SLIDING WEAR AND LAMINAR WEAR PARTICLES - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",32,35,33
42917,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,26,24
42984,180,"METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES PRESENT - ONE 40 uM SLIDING WEAR PARTICLE - IMAGE TAKEN ",20,22,21
42998,180,"METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES PRESENT - LAMINARS - SEVERE SLIDING WEAR - CUTTING WEAR - FATIGUE WEAR - SOME EVIDENCE OF SLIGHT POSSIBLE OVERHEATING - PARTICLE SIZE RANGE < 10 uM TO > 150 uM   ",21,24,22
43010,180,"SOME METALLICS - MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES PRESENT -POSSIBLE INSECT PARTS   ",22,24,28
43028,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,26,21
43033,180,"SOME MOLY PRESENT - METALLICS MOSTLY WHITE METAL ",20,21,22
43035,180,"  ",20,22,28
43040,180,"A FEW BLACK SPHERES NOTED - ONE 135 uM CUTTING PARTICLE - APPEARS TO BE OVERHEATED - IMAGE TAKEN  ",23,22,24
43041,180,MAJOR WAS OF AN UNIDENTIFIABLE MATERIAL - SOME MOLY PRESENT - SOME METALLICS - MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES PRESENT - SOME FURTHER TESTING MAY BE PERFORMED AT A LATER DATE,165,22,25
43042,180,"A FEW METALLICS DETECTED - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING - IMAGE TAKEN  ",25,22,26
43043,180,"SOME MOLY PRESENT - A FEW METALLICS - MOSTLY WHITE METAL - ONE 70 uM YELLOW WEAR PARTICLE DETECTED - IMAGE TAKEN  ",22,24,26
43044,180,A FEW DARK SPHERES AND OPAQUE SPHERES NOTED - A FEW METALLICS - MOSTLY WHITE METAL,25,22,28
43045,180,"SOME MOLY PARTICLES PRESENT - A FEW DARK SPHERES AND OPAQUE SPHERES NOTED  ",25,22,26
43046,180,"SOME MOLY PARTICLES PRESENT - A FEW METALLICS - MOSTLY WHITE METAL -   A FEW DARK SPHERES AND OPAQUE SPHERES NOTED ",24,22,23
43060,180,"SOME METALLICS DETECTED - MOSTLY WHITE METAL - A FEW CUTTING WEAR PARTICLES PRESENT - IMAGE TAKEN ",24,23,26
43064,180," SOME FIBERS PERSENT - METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES PRESENT - SOME DARK SPHERES NOTED",24,21,26
43065,180,"  ",22,24,21
43066,180,"SOME FIBERS PRESENT - SOME RED OXIDES PRESENT - A FEW DARK SPHERES NOTED   ",26,24,21
43067,180,"SOME MOLY DETECTED ",61,22,21
43068,180,"METALLICS BOTH WHITE METAL - YELLOW METAL AND COPPER ALLOY-LAMINAR, CUTTING AND SLIDING WEAR - A FEW RED OXIDES PRESENT",61,21,28
43069,180,"METALLICS WHITE METAL AND COPPER ALLOY - SOME MOLY DETECTED - SOME FIBERS PRESENT   ",26,25,21
43070,180,"SOME METALLICS - MOSTLY WHITE METAL - SOME FIBERS PRESENT  ",169,25,28
43071,180,"METALLICS MOSTLY WHITE METAL - CONSISTING OF NORMAL RUBBING - LAMINARS AND SLIDING WEAR PARTICLES  ",61,21,22
43095,180,"METALLICS MOSTLY WHITE METAL   ",20,22,21
43105,180,"  ",20,22,21
43119,180,"SOME MOLY PRESENT - METALLICS MOSTLY WHITE METAL   ",20,21,22
43160,180,"  ",20,22,28
43161,180,"METALLICS CONSISTING OF MOSTLY WHITE METALS - MOSTLY LAMINARS - A FEW CUTTING WEAR AND SLIDING WEAR PARTICLES - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",20,28,21
43175,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",26,22,25
43176,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",26,24,23
43177,180,"SOME METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES PRESENT  ",20,22,25
43235,180,"METALLICS MOSTLY WHITE METAL   ",20,22,21
43250,240,"SOME METALLICS MOSTLY WHITE AND YELLOW METAL - A FEW CUTTING WEAR AND SLIDING WEAR PARTICLES ",33,35,37
43254,180," METALLICS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES ",20,22,21
43262,180," METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES  ",20,22,21
43266,180,"   ",23,61,22
43268,180,"SOME METAIILCS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES   ",20,22,28
43271,180,"  ",20,22,21
43335,180,"  ",22,61,21
48516,180,"A FEW METALLICS PRESENT - MOSTLY WHITE METALS   ",20,165,22
48531,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,165,26
48532,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",26,165,22
24967,240," ",86,35,32
25006,180," ",31,33,32
25010,180," ",31,58,32
25079,240,"METALLICS SHOW EVIDENCE OF POSSIBLE OVERHEATING. ",86,35,32
25221,120,"Extra particles ",32,33,37
25221,240,"Testing 1,2,3 ",39,34,32
25756,180,"  ",33,58,58
25835,180,ONE 470 uM PARTICLE DETECTED.,93,94,32
25919,240,"IRON AND COPPER PARTICLES - IMAGE TAKEN ",86,32,33
25954,240,"IMAGE TAKEN ",86,33,32
25957,240,IRON AND COPPER PARTICLES - IMAGE TAKEN,86,32,33
26005,180,"  ",36,33,39
26006,180,HIGH RUST CONTENT,34,33,35
26494,120,"COPPER ALLOY SLIDING,LAMINAR,FATIGUE WEAR PARTICLES-SPEC INDICATES CU 1250-FE 979-PB 150
SN 67 ",32,35,58
26622,240,"METALLICS CUTTING AND LAMINAR PARTICLES. IMAGE TAKEN. ",86,32,33
26692,180,"1 100 uM COPPER CUTTING WEAR PARTICLE ",31,32,33
26938,180,"  ",31,33,32
27061,180,"  ",31,58,32
27092,120,"RESIDUE SPEC DATA - FE 454 PPM - PB 1120 PPM - CU 7298 PPM - SN 475 PPM - AL 21 PPM - IMAGE TAKEN -
COPPER ALLOY SLIDING, LAMINAR FATIGUE WEAR PARTICLES. ",32,35,58
27373,180,"  ",31,58,32
27456,180,"WEIGHT DUE TO UNIDENTIFIABLE SUBSTANCE IN OIL.  IMAGE TAKEN.  ",58,58,58
27701,180,"  ",31,33,32
28146,180,"   ",31,33,32
